Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2017-000570;Rijswijkstraat;175;;"N 18";1062EV;AMSTERDAM;"Rijswijkstraat 175 N 18, 1062EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";19-04-17;Zelfstandig;;;;;222,01;219,26;;;;;;;Huurder
ZKN-2017-000522;Wilhelminastraat;27;;;4701GV;ROOSENDAAL;"Wilhelminastraat 27, 4701GV ROOSENDAAL";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;458,41;;;;;;;;;;138,36;;Huurder
ZKN-2017-000459;Beukenhof;71;;;2982CC;RIDDERKERK;"Beukenhof 71, 2982CC RIDDERKERK";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;793,8;;;;;;;;;;;;Huurder
ZKN-2017-000418;"De Pintostraat";90;;;3052NP;ROTTERDAM;"De Pintostraat 90, 3052NP ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;498,42;;;;;;;;;;;;Huurder
ZKN-2017-000416;"Burgemeester Versluijsstraat";33;;;4698AR;OUD-VOSSEMEER;"Burgemeester Versluijsstraat 33, 4698AR OUD-VOSSEMEER";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;670,81;;;;;;;;;;268,32;;Huurder
ZKN-2017-000412;Stampioenstraat;57;B;;3071TJ;ROTTERDAM;"Stampioenstraat 57 B, 3071TJ ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-04-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2017-000396;Goselingstraat;15;;;4902WJ;"OOSTERHOUT NB";"Goselingstraat 15, 4902WJ OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-04-17;Zelfstandig;548,18;548,18;;;;;;;;;;;Huurder
ZKN-2017-000382;Frederikstraat;284;;;3034LM;ROTTERDAM;"Frederikstraat 284, 3034LM ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;575;;;;;;;;;;;;Huurder
ZKN-2017-000381;Julianaweg;215;;"KM 2 ET ZOLDER";3525VE;UTRECHT;"Julianaweg 215 KM 2 ET ZOLDER, 3525VE UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";14-04-17;Onzelfstandig;340;187;;;;;;;;;;;Huurder
ZKN-2017-000374;Schoonveld;30;;;3085BS;ROTTERDAM;"Schoonveld 30, 3085BS ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;572,46;;;;;;;;;;;;Huurder
ZKN-2017-000349;Elleboogstraat;8;;;1271RG;HUIZEN;"Elleboogstraat 8, 1271RG HUIZEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-04-17;Zelfstandig;231,17;;;;;;;;;;184,94;;Huurder
ZKN-2017-000323;Zuidhoek;8;;;3082PK;ROTTERDAM;"Zuidhoek 8, 3082PK ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-04-17;Zelfstandig;447,57;;;;;;;;;;268,54;;Huurder
ZKN-2017-000301;Poststraat;15;;;1775AW;MIDDENMEER;"Poststraat 15, 1775AW MIDDENMEER";;"257 BW - huurverlaging in verband met gebreken";Intrekking;"De wederpartij wordt in het gelijk gesteld";20-04-17;Zelfstandig;0;0;;;;;;;;;;;Huurder
ZKN-2017-000300;"President Steijnstraat";43;C;;2021VB;HAARLEM;"President Steijnstraat 43 C, 2021VB HAARLEM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;710,25;402,63;;;;;;;;;;;Huurder
ZKN-2017-000258;Overschiestraat;2;;"A 7";1062XE;AMSTERDAM;"Overschiestraat 2 A 7, 1062XE AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;;;;;2.351,66;1.792,60;;;;;;;Huurder
ZKN-2017-000254;Meeuwenstraat;3;;;3353AW;PAPENDRECHT;"Meeuwenstraat 3, 3353AW PAPENDRECHT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;468,09;;;;;;;;;;;;Huurder
ZKN-2017-000248;Schoonveld;124;;;3085BV;ROTTERDAM;"Schoonveld 124, 3085BV ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-04-17;Zelfstandig;740,46;;;;;;;;;;444,28;;Huurder
ZKN-2017-000243;Rijswijkstraat;175;;"N 4";1062EV;AMSTERDAM;"Rijswijkstraat 175 N 4, 1062EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;;;;;2.534,07;1.838,65;;;;;;;Huurder
ZKN-2017-000230;"Witte van Haemstedestraat";12;;"E KM";3021SW;ROTTERDAM;"Witte van Haemstedestraat 12 E KM, 3021SW ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";25-04-17;Onzelfstandig;723,16;723,16;;;;;;;;;;;Huurder
ZKN-2017-000191;Basstraat;20;;;1781PW;"DEN HELDER";"Basstraat 20, 1781PW DEN HELDER";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-04-17;Zelfstandig;451,61;;;;;;;;;;180,64;;Huurder
ZKN-2017-000182;Paramaribostraat;30;;;3531KS;UTRECHT;"Paramaribostraat 30, 3531KS UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";14-04-17;Zelfstandig;710,67;710,67;;;;;;;;;;;Huurder
ZKN-2017-000180;Daelwijcklaan;6;;;3554HK;UTRECHT;"Daelwijcklaan 6, 3554HK UTRECHT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Zelfstandig;594,05;594,05;;;;;;;;;;;Huurder
ZKN-2017-000177;Torreslaan;41;;"KM 1 ET 2";3526EZ;UTRECHT;"Torreslaan 41 KM 1 ET 2, 3526EZ UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";11-04-17;Onzelfstandig;335;108,49;;;;;;;;;;;Huurder
ZKN-2017-000170;Herderhof;47;;;1064VT;AMSTERDAM;"Herderhof 47, 1064VT AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-04-17;Zelfstandig;660,86;660,86;;;;;;;;;;;Huurder
ZKN-2017-000165;Bergweg;240;;"B KM";3035BR;ROTTERDAM;"Bergweg 240 B KM, 3035BR ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-04-17;Onzelfstandig;300;;;;;;;;;;;;Huurder
ZKN-2017-000158;Laakkade;28;;;2521XB;'S-GRAVENHAGE;"Laakkade 28, 2521XB 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-04-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2017-000118;Vrijheidslaan;101;;4;1079KJ;AMSTERDAM;"Vrijheidslaan 101 4, 1079KJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;574,9;574,9;;;;;;;;;229,96;;Huurder
ZKN-2017-000102;Groenhoek;28;;;3972CJ;DRIEBERGEN-RIJSENBURG;"Groenhoek 28, 3972CJ DRIEBERGEN-RIJSENBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-04-17;Zelfstandig;492,35;492,35;;;;;;;;;;;Huurder
ZKN-2017-000081;"Alfred Doblinstraat";100;;;1102VM;AMSTERDAM;"Alfred Doblinstraat 100, 1102VM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;423,46;423,46;;;;;;;;;169,38;;Huurder
ZKN-2017-000076;"Frederik Hendrikstraat";165;;;1052HS;AMSTERDAM;"Frederik Hendrikstraat 165, 1052HS AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;239,87;239,87;;;;;;;;;191,9;;Huurder
ZKN-2017-000066;Lijsterbesplein;7;A;;2563KZ;'S-GRAVENHAGE;"Lijsterbesplein 7 A, 2563KZ 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";24-04-17;Zelfstandig;600;397,43;;;;;;;;;;;Huurder
ZKN-2017-000062;Grondzeiler;1;;;1035AK;AMSTERDAM;"Grondzeiler 1, 1035AK AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-04-17;Zelfstandig;678,02;678,02;;;;;;;;;;;Huurder
ZKN-2017-000056;"Zevenkampse Ring";572;;;3068HG;ROTTERDAM;"Zevenkampse Ring 572, 3068HG ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;676;676;;;;;;;;;270,4;;Huurder
ZKN-2017-000049;"Pieter Nieuwlandstraat";87;;"KM AT";3514HE;UTRECHT;"Pieter Nieuwlandstraat 87 KM AT, 3514HE UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";11-04-17;Onzelfstandig;350;216,88;;;;;;;;;;;Huurder
ZKN-2017-000041;"Vergulde Draeckweg";31;;;3151RT;"HOEK VAN HOLLAND";"Vergulde Draeckweg 31, 3151RT HOEK VAN HOLLAND";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-04-17;Zelfstandig;676,72;676,72;;;;;;;;;;;Huurder
ZKN-2017-000033;Telefoonstraat;2;;;5038DM;TILBURG;"Telefoonstraat 2, 5038DM TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-04-17;Zelfstandig;605,57;;;;;;;;;;242,23;;Huurder
ZKN-2017-000032;Turfsingel;4;;A;9712KP;GRONINGEN;"Turfsingel 4 A, 9712KP GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";14-04-17;Zelfstandig;600;593,91;;;;;;;;;118,78;;Huurder
ZKN-2017-000028;Elshofstraat;14;;;7531ZC;ENSCHEDE;"Elshofstraat 14, 7531ZC ENSCHEDE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";26-04-17;Zelfstandig;630,72;;;;;;;;;;378,43;;Huurder
ZKN-2017-000014;Postbaan;5;;;4715PL;RUCPHEN;"Postbaan 5, 4715PL RUCPHEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-04-17;Zelfstandig;575,59;575,59;;;;;;;;;;;Huurder
ZKN-2017-000008;Zegwaardstraat;13;;B;3035TM;ROTTERDAM;"Zegwaardstraat 13 B, 3035TM ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;466,47;;;;;;;;;;186,59;;Huurder
ZKN-2016-008314;Turkooislaan;47;;"KM 2";3523GK;UTRECHT;"Turkooislaan 47 KM 2, 3523GK UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";14-04-17;Onzelfstandig;355;355;;;;;;;;;;;Huurder
ZKN-2016-008306;Celebesstraat;22;;;2341XJ;OEGSTGEEST;"Celebesstraat 22, 2341XJ OEGSTGEEST";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";06-04-17;Zelfstandig;646,22;;;;;;;;;;387,73;;Huurder
ZKN-2016-008298;Kinrooistraat;69;;"KM 1 ET";1066LC;AMSTERDAM;"Kinrooistraat 69 KM 1 ET, 1066LC AMSTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";21-04-17;Onzelfstandig;300;188,25;;;;;;;;;;;Huurder
ZKN-2016-008297;Bloklaan;1;;;2251BC;VOORSCHOTEN;"Bloklaan 1, 2251BC VOORSCHOTEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-04-17;Zelfstandig;560,17;;;;;;;;;;448,14;;Huurder
ZKN-2016-008288;Pelsterstraat;42;;15;9711KM;GRONINGEN;"Pelsterstraat 42 15, 9711KM GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;875;697,28;;;;;;;;;;;Huurder
ZKN-2016-008287;Kievitdwarsstraat;14;;"A ET 1 VR";3514VE;UTRECHT;"Kievitdwarsstraat 14 A ET 1 VR, 3514VE UTRECHT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-04-17;Onzelfstandig;315;;;;;;;;;;126;;Huurder
ZKN-2016-008260;Duizendschoonstraat;23;;1;1031BE;AMSTERDAM;"Duizendschoonstraat 23 1, 1031BE AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";26-04-17;Zelfstandig;621,77;621,77;;;;;;;;;;;Huurder
ZKN-2016-008256;Pasteurstraat;99;;;1782JC;"DEN HELDER";"Pasteurstraat 99, 1782JC DEN HELDER";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";20-04-17;Zelfstandig;562,11;562,11;;;;;;;;;;;Huurder
ZKN-2016-008255;"Petrus Campersingel";187;A;"KM 4";9713AK;GRONINGEN;"Petrus Campersingel 187 A KM 4, 9713AK GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";20-04-17;Onzelfstandig;300;208,69;;;;;;;;;;;Huurder
ZKN-2016-008242;"De Wittenstraat";8;;C;1052AV;AMSTERDAM;"De Wittenstraat 8 C, 1052AV AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;419,47;419,47;;;;;;;;;167,79;;Huurder
ZKN-2016-008241;Dahliastraat;21;;;3551ST;UTRECHT;"Dahliastraat 21, 3551ST UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";14-04-17;Zelfstandig;700;249,63;;;;;;;;;;;Huurder
ZKN-2016-008240;"Hof van Bernardus";4;;;5113TK;ULICOTEN;"Hof van Bernardus 4, 5113TK ULICOTEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";24-04-17;Zelfstandig;730;730;;;;;;;;;;;Huurder
ZKN-2016-008238;Rijksweg;24;;"KM 1 ET 2 LKS";9731AB;GRONINGEN;"Rijksweg 24 KM 1 ET 2 LKS, 9731AB GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-04-17;Onzelfstandig;338;261,88;;;;;;;;;;;Huurder
ZKN-2016-008236;Loevesteinlaan;687;;;2533BK;'S-GRAVENHAGE;"Loevesteinlaan 687, 2533BK 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";10-04-17;Zelfstandig;513,28;513,28;;;;;;;;;;;Huurder
ZKN-2016-008225;Rijksweg;24;;"KM 1 ET 1 LKS";9731AB;GRONINGEN;"Rijksweg 24 KM 1 ET 1 LKS, 9731AB GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-04-17;Onzelfstandig;348;284,38;;;;;;;;;;;Huurder
ZKN-2016-008222;Prestohof;1;;;7557TA;"HENGELO OV";"Prestohof 1, 7557TA HENGELO OV";;"257 BW - huurverlaging in verband met gebreken";Intrekking;"De wederpartij wordt in het gelijk gesteld";26-04-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-008221;Rijksweg;24;;"KM 1 ET 3 LKS";9731AB;GRONINGEN;"Rijksweg 24 KM 1 ET 3 LKS, 9731AB GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-04-17;Onzelfstandig;172,5;135,08;;;;;;;;;;;Huurder
ZKN-2016-008218;"Oude Vest";47;;"KM ET 2 AT";2312XS;LEIDEN;"Oude Vest 47 KM ET 2 AT, 2312XS LEIDEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-04-17;Onzelfstandig;395;351,86;;;;;;;;;281,49;;Huurder
ZKN-2016-008212;Beethovenhof;35;;;4536AE;TERNEUZEN;"Beethovenhof 35, 4536AE TERNEUZEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-04-17;Zelfstandig;600;;;;;;;;;;360;;Huurder
ZKN-2016-008206;"Bartholomeus Drijfhoutstraat";1;;HS;1067XD;AMSTERDAM;"Bartholomeus Drijfhoutstraat 1 HS, 1067XD AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;303,81;409,63;;;;;;;;;;;Verhuurder
ZKN-2016-008204;"Dominee Jamesstraat";4;;;4926BK;"LAGE ZWALUWE";"Dominee Jamesstraat 4, 4926BK LAGE ZWALUWE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-04-17;Zelfstandig;576,34;;;;;;;;;;345,8;;Huurder
ZKN-2016-008193;"H.J. Schimmelplein";52;;"KM 02V";3532TH;UTRECHT;"H.J. Schimmelplein 52 KM 02V, 3532TH UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";11-04-17;Onzelfstandig;360;198,48;;;;;;;;;;;Huurder
ZKN-2016-008187;Rijswijkstraat;175;"N 20";;1062EV;AMSTERDAM;"Rijswijkstraat 175 N 20, 1062EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;;;;;2.604,63;2.161,46;;;;;;;Huurder
ZKN-2016-008186;"Petrus Campersingel";187;;"A KM 2";9713AK;GRONINGEN;"Petrus Campersingel 187 A KM 2, 9713AK GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-04-17;Onzelfstandig;310;233,22;;;;;;;;;;;Huurder
ZKN-2016-008185;Ruysdaelkade;157;;3;1072AS;AMSTERDAM;"Ruysdaelkade 157 3, 1072AS AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Onbekend;256,16;256,16;;;;;;;;;102,46;;Huurder
ZKN-2016-008182;Blekerstraat;15;;;9718EA;GRONINGEN;"Blekerstraat 15, 9718EA GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;994;542,2;;;;;;;;;;;Huurder
ZKN-2016-008169;Moesstraat;53;;"A K 1 ET VR";9717JV;GRONINGEN;"Moesstraat 53 A K 1 ET VR, 9717JV GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";18-04-17;Onzelfstandig;364;364;;;;;;;;;;;Huurder
ZKN-2016-008149;"Dr. Janssenslaan";151;;;4902XD;"OOSTERHOUT NB";"Dr. Janssenslaan 151, 4902XD OOSTERHOUT NB";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";12-04-17;Zelfstandig;375;375;;;;;;;;;;;Huurder
ZKN-2016-008145;"Adrien Mildersstraat";55;;B;3022ND;ROTTERDAM;"Adrien Mildersstraat 55 B, 3022ND ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-04-17;Zelfstandig;412,39;412,39;;;;;;;;;;;Huurder
ZKN-2016-008134;"Karel de Grotelaan";83;;;5615SP;EINDHOVEN;"Karel de Grotelaan 83, 5615SP EINDHOVEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";06-04-17;Zelfstandig;690;;;;;;;;;;276;;Huurder
ZKN-2016-008130;"Tweede Van der Helststraat";17;;4;1073AE;AMSTERDAM;"Tweede Van der Helststraat 17 4, 1073AE AMSTERDAM";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";21-04-17;Zelfstandig;560,36;195,34;;;;;;;;;;;Huurder
ZKN-2016-008128;Stuvesande;304;;;4532MJ;TERNEUZEN;"Stuvesande 304, 4532MJ TERNEUZEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";25-04-17;Zelfstandig;595;595;;;;;;;;;;;Huurder
ZKN-2016-008126;"Frederik Ruyschstraat";52;;;2563VZ;'S-GRAVENHAGE;"Frederik Ruyschstraat 52, 2563VZ 'S-GRAVENHAGE";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";10-04-17;Zelfstandig;660;516,36;;;;;;;;;;;Huurder
ZKN-2016-008125;Blasiusstraat;40;;HS;1091CT;AMSTERDAM;"Blasiusstraat 40 HS, 1091CT AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-04-17;Zelfstandig;448,29;448,29;;;;;;;;;134,49;;Huurder
ZKN-2016-008124;Tourniairestraat;3;;"KM 3-101";1065KK;AMSTERDAM;"Tourniairestraat 3 KM 3-101, 1065KK AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";18-04-17;Onzelfstandig;;;;;;388,28;;;;;;;Huurder
ZKN-2016-008119;"Frederik Ruyschstraat";52;;;2563VZ;'S-GRAVENHAGE;"Frederik Ruyschstraat 52, 2563VZ 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-04-17;Zelfstandig;660;;;;;;;;;;264;;Huurder
ZKN-2016-008118;Rijswijkstraat;175;;"H 8";1062EV;AMSTERDAM;"Rijswijkstraat 175 H 8, 1062EV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;;;;;1.290,02;944,74;;;;;;;Huurder
ZKN-2016-008114;Rosestraat;645;;;3071AK;ROTTERDAM;"Rosestraat 645, 3071AK ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-04-17;Zelfstandig;0;0;;;;;;;;;;;Huurder
ZKN-2016-008112;"Klaasje Zevensterstraat";250;;;3193TW;"HOOGVLIET ROTTERDAM";"Klaasje Zevensterstraat 250, 3193TW HOOGVLIET ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-04-17;Zelfstandig;712,66;697,28;;;;;;;;;;;Huurder
ZKN-2016-008103;Turfsingel;4;;A;9712KP;GRONINGEN;"Turfsingel 4 A, 9712KP GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-04-17;Zelfstandig;600;;;;;;;;;;120;;Huurder
ZKN-2016-008095;Calandkade;20;;C;2521AA;'S-GRAVENHAGE;"Calandkade 20 C, 2521AA 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";19-04-17;Zelfstandig;640,72;;;;;;;;;;512,58;;Huurder
ZKN-2016-008091;Schuitendiep;66;;"A KM 9";9711RE;GRONINGEN;"Schuitendiep 66 A KM 9, 9711RE GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";24-04-17;Onzelfstandig;390;350,53;;;;;;;;;;;Huurder
ZKN-2016-008082;"Kleine Houtstraat";100;;13;2011DR;HAARLEM;"Kleine Houtstraat 100 13, 2011DR HAARLEM";;"257 BW - huurverlaging in verband met gebreken";;"De wederpartij wordt in het gelijk gesteld";24-04-17;Zelfstandig;700,53;700,53;;;;;;;;;;;Huurder
